Concentration,R,G,B
5.248000000000001,193.68341584985558,181.3005014606395,106.09808685198345
5.266,200.72295856205386,180.9569604221891,111.462835510502
5.284000000000001,207.32874889188943,181.01708754122606,109.19587438998198
5.3020000000000005,209.47900352352676,181.1959109289481,106.86397554743165
5.32,206.11489387853544,171.62627303995947,95.97743975909904
5.338,203.74031605675938,174.84322362057918,101.39805277423335
5.356,200.81655176351822,165.64059664678007,101.1941771671491
5.374,201.75426982537584,179.2715634176114,109.01200980171085
5.3919999999999995,204.7833645852358,187.70137621538214,102.63358400136914
5.41,205.753188511658,179.63255507689396,103.4597924267991
5.428,199.12864275668448,174.93671210528055,101.49272406616858
5.446,194.14884377330304,179.8466673629607,106.44327082282648
5.464,193.86954768959657,184.39716704672227,109.52823355169043
5.482,196.8459219910228,174.52270678688302,96.956431830396
5.5,198.66952220598145,175.06593663834394,101.86789835078461
5.518,209.06232158081335,167.97117058864626,98.08864087285835
5.536,191.16763532174681,177.44529469239532,99.98700095084901
5.554,195.97092256962495,172.488846885231,97.53610063975292
5.572,199.97624286982116,177.8463631693941,96.06960805635171
5.59,193.7270991854483,179.08525491964403,93.1044885505696
5.6080000000000005,207.74561001067906,172.13997249412978,111.0238405179786
5.626,198.97835101817097,190.811841854088,98.39730759440333
5.644,196.01386159714392,179.23874815349177,99.56239673467198
5.662,201.43727683113434,172.59407688997356,97.92725025346381
5.68,192.65112995339877,183.6399151684166,103.75514890003036
5.698,198.98205635579527,172.3803086906288,106.41752077078432
5.716,205.97024940025958,175.63251264393793,90.80807313833915
5.734,199.5853051621237,179.73373248721506,102.38776669701242
5.752000000000001,203.09927452086208,174.62319560839126,108.9033095322465
5.7700000000000005,201.66894272308977,173.63229514240365,99.15286083666452
5.788,209.4411129040407,178.0335563364824,98.90063937064198
5.806,198.19111529472818,174.4807142507028,108.25389003573588
5.824,200.48793857129203,168.9318744479204,106.58306883817967
5.8420000000000005,200.28608606431587,177.429681343938,100.930599688349
5.86,190.01824405065565,173.66837194506493,105.7761949779498
5.878,197.99397364384748,176.44046666822265,105.61820628046259
5.896000000000001,197.84148937968516,167.1283794540417,106.9917123437535
5.914000000000001,205.17556403150738,171.8574040693584,89.0102568723103
5.932,204.72456579404826,181.44800217953755,97.36376868714424
5.95,192.97390275501365,178.00826946874326,95.1307562277656
5.968,199.52568409358344,169.35651095045012,98.70495269916772
5.986000000000001,206.52093728876517,177.86785602250833,111.93401286436759
6.0040000000000004,207.47750760132107,178.1877840796741,107.56908495052095
6.022,193.6679207640098,178.40168168097537,99.49377953836569
6.040000000000001,209.1985333293366,178.61805045019733,106.25721770844683
6.058000000000001,195.10599833603536,174.26838168780262,94.74462918937057
6.0760000000000005,193.95526643986298,181.06119202656956,102.05372352498183
6.094,197.13169497803662,179.82056991612774,89.80045530203131
6.112,200.82431552691588,170.00693814116994,102.54453387682958
6.130000000000001,202.94249300122422,181.4528681560691,100.46560515646358
6.148000000000001,209.28426070534334,176.7327968739295,98.69736322682438
6.166,197.3375188860735,179.86908704291915,106.31534797269663
6.184000000000001,195.99371076287278,174.33365945472605,99.55968395573436
6.201999999999999,201.53378090078937,170.30292752114315,105.67793935142377
6.22,202.01524400502618,184.2008381258254,106.14466245862621
6.2379999999999995,202.3859075005709,182.20360629159782,95.91149208704853
6.256,207.4091936330457,172.82373302426228,103.32299654074033
6.273999999999999,204.17099808740468,176.4499753600135,102.03054091507853
6.292,205.17627717062422,178.0982112500647,92.9594542438374
6.31,207.54364819915443,179.9780142828287,99.96897084767392
6.328,201.48509003476315,172.21071370102058,100.6865033187972
6.345999999999999,198.55005923166343,183.39095255108182,98.81459623118764
6.364,202.71665736204537,176.18626150482723,103.91662554789136
6.382,204.086952308087,177.27554163472675,95.71086578707026
6.4,206.33717873677134,179.0741004465673,95.5502396271995
6.417999999999999,199.47480833493069,167.88502815718581,97.24720657556948
6.436,203.923300902166,181.22369790635872,107.79148677953997
6.454,199.67720143736787,178.90264971498502,107.49084453801173
6.472,192.6612570408634,174.90932506588604,93.42103063416748
6.489999999999999,195.1934253969997,176.08758714444826,100.28105272981978
6.508,201.69361502149783,182.782792404049,105.81860521543693
6.526,196.81996942535386,171.2161451815625,98.6700708291656
6.5440000000000005,205.38644362832326,180.54493991100836,104.2663733703256
6.561999999999999,203.83875328714885,170.12315383222042,99.43515750673342
6.58,208.4971736388836,182.62265286408348,94.70021572403711
6.598,202.68669263046795,167.2800332646426,99.99931426333225
6.6160000000000005,206.593580105483,176.19870904193513,100.97026699271665
6.6339999999999995,197.9575840655287,184.29304252021464,103.39704319965038
6.652,205.970177627069,178.26955643809947,103.6783552215333
6.67,200.03956607762998,179.23186813930192,101.21291346384363
6.688000000000001,206.26980871933662,175.83066835821666,104.41654245875938
6.7059999999999995,201.0848961282142,169.21408097747167,104.23085536708376
6.724,201.00005448979246,176.435156165216,94.89385112685126
6.742,201.42240730311752,187.15540338723181,100.85711414402209
6.760000000000001,204.76229593088885,183.4702653844335,92.56633508025558
6.778,201.39389813664766,180.78451163339162,112.13838104891362
6.796,206.1865102246709,180.88798783759336,102.18247194697466
6.814,202.88500473233205,178.3983181368846,98.36768848040063
6.832000000000001,199.20934349521104,182.13242433934093,98.11265232225863
6.85,193.07908834849658,172.79863760401852,101.01733680781714
6.868,204.45083789674752,175.77538978040027,92.97022967723765
6.886,204.17994041111024,176.8815591810138,97.92260406684343
6.904000000000001,199.82639012648568,178.26319638948,102.05338105021362
6.922,189.42235007424898,179.31410940287736,99.19752894045197
6.94,200.4441332976181,179.81181474504942,104.30765935427415
6.958,204.060997433633,175.31648662095586,109.13418794698158
6.976000000000001,198.7127152496183,173.1830588435055,98.91844278734632
6.994,210.46943280668148,168.08028081343292,84.28431130857521
7.0120000000000005,204.82503046321284,185.33718918768207,105.19014201528768
7.03,201.33845227901736,179.34339545209485,104.4433143571619
7.048000000000001,202.63967991834906,182.03541827580187,110.66200207664113
7.066,206.3580238782281,166.8228711874733,95.60185679534196
7.0840000000000005,208.93108891058122,185.33645471262147,106.73323983137345
7.102,204.94454434997704,178.86426035501557,102.11372714246693
7.120000000000001,202.4705208126239,171.27278762521752,102.25719905747694
7.138,193.47504371487994,174.78972053326595,95.20662920856459
7.156000000000001,201.62571365542618,181.01332310545274,100.36763038267122
7.174,200.23739414897304,172.55956494913508,99.63337808174334
7.192000000000001,204.41461275444075,172.79964163643976,93.49862598836961
7.21,203.53810586817548,176.7842160057069,104.32960692087212
7.228000000000001,209.3965782570955,177.86633125467213,100.20054146247922
7.246,197.41661888144196,186.2248840731418,103.90810431108363
7.264000000000001,192.64678403003998,172.40630413721274,100.620395060049
7.282,192.83531369697033,175.58979659229365,103.28613522273429
7.300000000000001,198.33523843811292,181.43208004291319,101.74619874098111
7.3180000000000005,206.61631449601998,173.67923514771547,104.50293192549915
7.335999999999999,200.3549508069398,177.61280069443447,100.1327948638408
7.353999999999999,202.76322262161483,177.1894207313698,111.6713616800494
7.372,206.075345401974,177.23975777161698,94.91392595582838
7.39,204.64568263094813,179.56404136905033,95.183268813003
7.4079999999999995,195.89606396892842,182.28450545147209,103.23149462230063
7.426,200.99065046578764,173.91903587120888,104.26750853601818
7.444,190.7029997410928,176.642598200216,95.9877840979111
7.462,211.8213286343716,169.6092960053381,100.02447607803016
7.4799999999999995,196.4339605045026,174.25911901734275,91.85368948976341
7.497999999999999,190.84103404652433,173.82099307754106,99.34489887784942
7.516,213.43901053976822,175.5984369857336,107.15028444719091
7.534,200.69144699829974,182.46205705765772,98.69264280353656
7.552,203.81741145678393,173.86761889195733,91.89487868576337
7.57,199.45575777315764,181.08019157968403,91.97184950612589
7.588,199.08388692548638,180.0993126844315,103.69967163814707
7.606,207.80030795543902,174.79062658102913,108.58489321705319
7.624,198.87563617846047,179.58530544110369,106.01842053996813
7.6419999999999995,200.168769479681,174.78702591816975,99.85836545184215
7.66,205.43182125762775,171.8998723908632,94.95904032106178
7.678,200.5542090693057,171.91977628671702,96.88975298157331
7.696,199.28003871647647,187.16952627730652,101.11945302103287
7.714,196.767266044735,177.5252218619282,93.54151740993683
7.732,207.0709751052703,179.71555216842455,90.38190629661662
7.75,209.65084724057382,174.38963405737675,100.64004371803264
7.768,199.2290532593802,165.0941818439395,95.01967276509082
7.786,204.59760699394974,177.81506299696497,101.56110662576299
7.804,209.97481617474872,171.60951720100124,97.13380558680939
7.822,205.5299898826505,172.76247898751552,100.81892139665545
7.84,202.1949146368442,187.32734570150896,97.8471650599537
7.8580000000000005,203.47538740470182,186.90835592370027,98.23345187040583
7.876,194.86824846920965,168.60185919390594,93.58207615535744
7.894,215.63848908768492,168.65364312557386,102.76903178969653
7.912,199.2930018406575,179.9502238671661,101.58953561787196
7.93,191.7934487615292,165.65904054919994,92.80177751726697
7.948,192.99179897443827,177.55094841728808,101.97176526788729
7.966,210.32046029565123,179.7794095788086,99.84792767220205
7.984,201.1835998977481,169.58134473148965,97.1326203621756
8.002,198.07407171686185,175.63192505896885,100.6491372647444
8.020000000000001,204.5554843985339,181.21246316311957,94.82993699996756
8.038,199.93539627075455,169.30440364797826,102.8502467029655
8.056,204.10299379624672,178.27796694533833,102.46300467960208
8.074,206.41122579432218,182.01361857036127,103.27397764505265
8.092,198.50207617033354,177.2442656055088,98.44755124459334
8.11,197.14813863633185,176.8821648941826,100.1258515634785
8.128,201.82637933043208,189.3695645245896,105.61851905213364
8.146,200.76416605078788,174.38558762736824,99.74729265508529
8.164000000000001,197.29656197118442,178.32533543181296,94.55507463830712
8.182,197.15269894212614,172.5696916879311,96.47832068544949
8.2,192.1037088277328,168.77559329790526,99.18546155177167
8.218,197.1843731474254,171.9220263637877,99.18713073236309
8.236,214.2734880535388,173.20757495525754,97.30554582774712
8.254000000000001,199.4358318656056,164.05789900122693,101.79843440741368
8.272,207.35446261047372,165.7967261870138,93.53038285990668
8.290000000000001,202.45663952794467,179.96962123700115,93.92288394060797
8.308000000000002,200.2364140837585,178.3811768116923,93.10720821139846
8.326,205.88591946054004,179.84046386685057,94.12228896302435
8.344,199.28010281307914,173.5473919625555,98.09794114847699
8.362,200.5396088109824,177.88152895242834,103.39643091731011
8.38,196.80938426676698,175.7930031179149,90.04759287209131
8.398,206.30441841924554,173.3116794417445,102.01578431561089
8.416,205.14003748717263,176.15261415517952,91.79167940619989
8.434000000000001,195.75244203011022,179.5518126478056,100.7162701229791
8.452000000000002,200.6491453401767,173.25914558936333,100.37147310969905
8.47,203.53575111917377,173.4438081178217,100.88525378050376
8.488,205.69750522506754,169.87783984742097,92.57587965230466
8.506,203.49183853420467,170.5792113958548,97.11598365099684
8.524,195.2567252519112,184.25749377449534,95.96115017115282
8.542,209.94539500660983,179.32414437497755,97.85756112545626
8.56,201.75856378906892,179.79459736560113,98.19629795191501
8.578,204.3699730254566,181.93941232464493,98.24548856490458
8.596,191.43984307733743,175.90823244805233,99.40596890485197
8.613999999999999,208.02421519595526,171.00923610587216,103.3707837885212
8.632,210.89657702104873,177.0905331561181,93.35983483807567
8.65,204.09628951340423,173.60677340898891,105.62763687862943
8.668,194.13542710260228,173.7964762189125,99.08338565356779
8.686,196.4005177498232,178.5658006974895,100.67728796154667
8.704,191.33103353625222,176.97716972940327,95.89645668170746
8.722,204.54400152413342,173.4828660157355,87.79936881240316
8.74,207.8915994840528,177.77081553189262,106.28604721657503
8.758,209.8527184215989,179.0685100869773,97.77438860823908
8.776,197.74868164239737,182.45325843642408,94.24307426635875
8.794,195.6464974404514,173.07252738754846,98.2946030202969
8.812,205.1262519681594,179.9211171498843,92.74732768362215
8.83,192.8397248277648,165.80525531550452,87.09015558841033
8.848,202.36105632827534,174.73737186364582,89.78358187652955
8.866,201.7019548339719,179.76378281141513,101.37310001559406
8.884,199.22042779355905,171.8268470358491,95.87551025732114
8.902,201.2324692874046,172.90937621753216,99.60396553865526
8.92,195.35323412884668,180.6811953433405,90.21613701665684
8.938,196.06690940836592,172.2336272056627,96.41648090516452
8.956,207.03427424789248,177.3061765801055,93.76794000704479
8.974,201.4418619183495,167.66328283561006,97.36145668533167
8.992,199.73446974947902,171.92201466192662,96.83659646970777
9.01,197.86792497287462,171.63778623668782,89.92425763318421
9.028,209.24795016345792,170.94762889182647,91.04972089985695
9.046,195.5783425395419,172.98379582841218,103.10713766463606
9.064,205.80329693775212,180.01360134907415,95.39860046566625
9.082,206.09353531955637,177.16646807662985,94.09152298433138
9.1,203.9493293879088,180.99701048265618,88.32068879101021
9.118,200.71659560880735,177.4108369686047,98.1218389579934
9.136000000000001,197.98881676200142,177.80064585179557,97.82726300424568
9.154,209.06253579908048,177.01441316524023,94.80928765916967
9.172,189.01384207255538,177.4728823177966,95.25950727002335
9.19,197.19416438423357,172.93437798927314,93.48373315479965
9.208,196.94491323408099,171.5559219470211,97.38902707544744
9.226,200.37663541867536,171.3621670308841,93.82612007953364
9.244,200.85366345199532,170.63858542140062,101.37755170757266
9.262,194.41318265622834,176.19356965542997,95.65429133053308
9.280000000000001,202.20895497829886,176.0564313490481,94.4343366169781
9.298,202.19167581348842,171.8910979667895,91.14754304166243
9.316,199.83370121712306,178.1474993329052,98.35154443689548
9.334,196.2347028398994,169.57233842418069,96.92467215696985
9.352,201.60508645307752,173.50975021259242,98.67561625834763
9.370000000000001,203.4577029285609,178.78114939033,96.7706296436201
9.388,197.23835044491196,174.33446946611213,98.66247917233417
9.406,196.53074975338697,181.5198041013717,94.86751013328842
9.424000000000001,204.8796346391751,172.50828757603395,97.63649879334255
9.442,199.08245868988163,176.59913419212688,102.04983186954297
9.46,193.97551007724942,171.90518178389559,96.6069901199929
9.478,201.96892342335101,172.67479723730736,106.69473551233989
9.496,196.69369356782545,171.97810188748008,96.14305405165265
9.514000000000001,202.3390369411518,182.4802458639573,102.24649971382648
9.532,206.7512733077594,170.726186124104,97.88620254341399
9.55,199.80267730502186,168.26530435014425,94.61864380948215
9.568000000000001,205.3991563650103,174.1147468907398,96.18604748638857
9.586,197.0419048992017,171.11949808430043,102.90841308115611
9.604000000000001,201.0403118286227,176.83172534774621,93.71556008767493
9.622,203.62742268105887,173.76455374121363,84.46126621934543
9.64,205.98609652252145,174.03044293848748,93.59028776188401
9.658,208.19538254325872,178.52727536611414,99.57106698682773
9.676,199.59190983857366,173.00223796037986,88.28726924542552
9.694,203.47630860961337,174.83751564438987,91.54173078242324
9.712,203.8899049021105,175.27021392355732,92.01747406270331
9.729999999999999,203.71571978340748,170.14718063127754,98.74271635496851
9.748,201.675034819187,171.02885033257834,103.25596446884215
9.766,199.39651518427667,178.9194656301554,94.5950362381191
9.783999999999999,208.96205596354497,172.7703524094012,99.06566741797647
9.802,198.71704700877774,180.0337111924285,91.90167625133388
9.82,201.94931983268077,183.9702121016921,91.33412699881595
9.838000000000001,196.80176244459645,182.7183823668908,96.78118098838745
9.856,201.56059879305354,174.36592893138024,98.50652046487131
9.873999999999999,201.5939786960905,178.28038066778518,96.43415360822735
9.892,197.50016804091646,168.69654523804925,91.01009049178457
9.91,202.56659822034513,168.05768687813497,90.98028590835777
9.928,201.12182845208065,171.4942158167502,92.0152116806983
9.946,203.949888711556,173.93553299673226,93.56428816355226
9.964,193.41331701453564,173.67239144152128,91.87063919331017
9.982000000000001,193.6581013158465,176.37282165157106,91.65164272349789
10.0,201.1494045,175.1708185,94.20538926
10.0,198.3742083452655,179.28973977819942,102.66552351014731
10.18,204.26569282666736,180.99357496884724,93.9374839278458
10.360000000000001,199.30956880144902,168.81504894493017,94.06094765401289
10.54,206.25502820664647,172.7244628918488,90.3824021247635
10.72,202.84756135570132,173.7574011636512,94.16379826826707
10.9,194.68457925738988,177.3498453412358,99.53121391435654
11.079999999999998,197.8875991710649,178.1066061626754,97.2753991597194
11.26,194.9233889428102,179.8621798458054,87.99057919192506
11.44,205.68209895526903,184.71068217345294,90.92915011559012
11.620000000000001,215.7447581413736,181.14028336017805,91.37809431400561
11.8,208.28397939703856,183.39422521416813,101.82009902663322
11.979999999999999,199.83523055281398,183.8985557662841,107.03241071659227
12.16,208.48381173418448,182.90838542946767,83.23419397270267
12.34,201.53692857724135,174.7001792141716,87.61130389716058
12.52,200.66557351257626,177.97666110361567,94.3840465188988
12.7,196.24018181415568,176.54676673389716,98.13386602728856
12.879999999999999,199.6019966813439,172.17656648528924,90.31281492122831
13.06,198.8630045906328,167.43773139167766,98.38355741806777
13.240000000000002,204.56845703342594,165.19188268511036,96.57270380234355
13.419999999999998,197.67813113277987,173.46616795746615,101.53494522603879
13.6,200.8915114529977,174.7341496421706,90.09093073310747
13.780000000000001,198.24024282411105,180.01518603755528,87.36069404229079
13.959999999999997,188.93281813218317,171.6902441700629,102.78637710208754
14.139999999999999,192.62101169331385,165.59246498632652,89.01659753211621
14.32,189.59258792717415,187.89836353923343,89.52153115148164
14.5,202.58790230720342,165.35345213582602,94.07674362223305
14.68,204.1908304686388,166.73629945658647,99.16190471893324
14.86,202.1727522907546,175.25552505074742,94.86780834723488
15.04,200.26674027955812,167.45785624946313,99.5991102302234
15.22,201.01071892330754,171.27591183602766,94.12127574468778
15.399999999999999,197.37276183695516,177.98661554343036,92.69393646161323
15.579999999999998,197.39026061214724,176.92575082197132,96.61737021985408
15.76,199.27014334324113,179.24421529036667,88.82675489736047
15.940000000000001,203.3383071090623,178.13464232269757,99.09766517130413
16.12,195.16475776904045,174.06118544879925,94.10006113497226
16.3,196.07280363172984,175.6320801805806,100.72643237049337
16.48,206.9181793196819,177.43937941780658,93.55257878120956
16.66,202.96147810657706,173.22841626433032,83.74006939470573
16.84,192.704771314261,178.5114457966092,93.98841823776682
17.02,204.18226437719628,177.2647954083578,89.12375456102423
17.200000000000003,205.67068919863343,180.1895592681022,91.94564861152934
17.380000000000003,201.29185990587177,174.2540468514287,89.49867207888516
17.560000000000002,201.97628014697887,174.95067171278083,103.84827810558951
17.740000000000002,197.49653975617298,176.17569650282564,87.06207292072598
17.92,200.8651678121058,181.19351076644037,99.90327585357426
18.1,205.02156433059062,178.69460558474657,91.75952330407567
18.28,205.50080579442164,184.32582423749972,100.77529874029649
18.46,200.14116561214746,184.0926580383471,87.12269242672276
18.64,204.13659761670385,173.98546211973112,95.8700043818629
18.82,212.25452973744316,168.47506712157588,96.81546472108502
19.0,199.58708953627453,171.09318882709192,99.68852683165127
19.18,187.62884929695727,176.33868780542846,98.54673120469683
19.36,200.40997755396626,179.35793698664403,90.97555075316372
19.54,199.56520677227218,179.05453648242792,92.14753493334848
19.72,203.29344116428047,176.16879377915726,82.99033942166025
19.9,200.12110968325274,172.77782157463665,102.72350575933002
20.080000000000002,199.5521958598807,168.88127324441277,97.0029419196818
20.259999999999998,204.8919535260886,164.24969830250183,92.16773147649037
20.44,201.01015059724347,176.23888913919228,96.00547307110718
20.62,208.33601954121937,173.76539396396902,91.39456469513138
20.8,199.83543934577727,179.13373911454048,101.01895516558515
20.979999999999997,204.41692476022533,160.85214499756512,97.35722550944311
21.16,194.14999199310103,179.5458181700886,102.11911283252056
21.34,195.75306314422755,175.81213634470186,99.81764174581114
21.520000000000003,196.6697158218423,171.26287822457923,94.07770150651825
21.7,202.04607272467132,168.50455959874006,92.51577472462964
21.880000000000003,205.63240349548516,178.86685893924607,91.66352791082815
22.060000000000002,207.23372701008893,179.30115381630623,97.45315653319646
22.240000000000002,204.06587724289273,165.46736215707594,96.8710841090645
22.42,197.9927389979467,176.9423148354861,94.36645340778954
22.6,201.69731913352945,178.63238125741256,109.0310167106567
22.78,206.527133979494,182.09519674419218,92.41384573312186
22.96,195.90443241980637,175.3183288410248,98.44871890361024
23.14,199.4684796604916,174.8854637345866,98.54878238980403
23.32,199.01958254807286,170.27925205320503,84.35759841614085
23.5,199.1988620788703,171.3024389324017,95.78185083025204
23.68,204.51877787269078,170.32136940633066,95.54858577775377
23.86,193.44883570787493,177.86828074096144,93.39224350735849
24.04,192.32698136367455,171.7877872439974,92.22919339851411
24.22,202.4450088313624,180.3177920313488,83.51034234102448
24.4,202.83015410521406,175.62931230413466,92.56768822139344
24.58,187.87532420514032,159.4304788086801,90.40504125844913
24.76,198.63570738852385,170.17641264878617,96.73438856749004
24.94,197.0133220023972,177.6171948895544,98.30368695296636
25.12,200.87595252953167,177.4067018091137,85.76747444839472
25.299999999999997,204.9693541930631,172.71047174612085,97.99275928017067
25.480000000000004,195.01073459555585,172.645140659204,96.24297190508577
25.660000000000004,201.6848890487352,172.56615320362485,103.17820928665398
25.839999999999996,193.6752065772715,169.51850042148712,92.5845028074483
26.020000000000003,205.46539622834237,175.28908809400576,94.80279027319968
26.200000000000003,197.42120696922834,179.6206877924954,96.50201254048295
26.38,202.1351686677633,173.1557025397829,93.7276019121176
26.56,189.39431602710917,169.87903322223926,94.76392638697166
26.740000000000002,205.21738024162565,182.88877622823608,102.71540616372262
26.92,197.75398925409075,168.32199246069754,88.91004522863567
27.1,186.84620157470874,171.58768800976384,96.29517320694274
27.28,193.05768893549822,167.1352819379781,95.5537532090488
27.46,204.13051303489817,176.98733592670462,87.28549871280515
27.64,200.5109190170802,174.99613619457065,97.63741908920545
27.82,199.74287636760934,158.63746488685615,93.92141465089846
28.0,199.46658217966313,176.60557091650094,92.00597408518918
28.180000000000003,195.20031993430777,178.72087077673666,92.93133187020054
28.360000000000003,203.75629765279572,178.6260749148387,90.933333502216
28.540000000000003,199.22946772059927,169.1942305890964,87.54383145191265
28.72,200.26071417602913,180.54278412280073,94.61938234182765
28.9,200.6874176704843,170.893823266581,82.25156092890293
29.08,189.70603017848714,169.72105257356466,88.9881447708053
29.259999999999998,194.69629308924237,173.03107473850702,94.55404780043182
29.44,198.95510603466084,170.46880183423787,98.19173645869108
29.62,194.5707616548095,169.7793927482681,87.56683003218528
29.8,200.4720601177731,175.38613550940102,89.64113591829572
29.98,203.50235458677602,177.79580768156328,95.77086118449917
30.160000000000004,193.8615183979509,168.8583897338491,99.37211075498398
30.340000000000003,205.5693933092095,175.7912381395484,104.0677760416659
30.520000000000003,192.68736459286038,174.27706568923915,89.54562474460211
30.7,189.96905033293055,179.43797293075198,102.64703462899332
30.880000000000003,199.987639409004,179.87016951586318,101.66534843267533
31.060000000000002,193.1218633358727,175.04272665275982,89.99863925342329
31.240000000000002,202.24528412336068,176.55792495045077,90.17858978336776
31.42,191.09527701812462,173.1507789174731,95.47558825762441
31.6,201.07964162880253,175.86836203974582,100.25078632432798
31.78,203.74941062678639,174.32391780430592,97.66838537994887
31.96,198.85000287494685,172.93124161341365,100.81716920431884
32.14,201.2556534292259,167.41917279997324,99.55359888369078
32.32,198.5887135622704,177.26991341821704,95.3221331984928
32.5,200.13183550347554,164.84446088752387,98.5373160157106
32.68,201.28146289997628,168.17177109364258,98.93958163837235
32.86,196.97429991717246,167.2602838435716,92.26110769584918
33.04,187.1366976423821,162.72695300369477,96.87007138636471
33.22,199.91611406361858,169.34528967759812,87.12031799584508
33.4,191.15583959390838,173.77232461610333,96.52219432795785
33.580000000000005,188.1851528532699,163.56150078534142,90.78480318970398
33.760000000000005,195.10069841933344,170.29722088010234,90.44024290671172
33.94,202.47103344367105,169.33480835003672,98.2825200826405
34.120000000000005,199.07827668894612,181.16761285779995,81.20444026118653
34.3,207.48913503899632,168.8348410419732,92.33502747123006
34.480000000000004,202.07246412496227,172.2625066497637,94.77744662242135
34.660000000000004,197.21088429745524,173.64681831352607,97.01139255687693
34.84,204.67323187552824,174.74061890676222,95.22873068160007
35.02,202.45336734439246,172.04272826396067,93.33846534490202
35.2,198.00403938723548,174.4094092926145,94.23195172397278
35.38,194.13552323905103,177.44145510980655,85.62677102528914
35.56,194.83685908721262,181.6187045577693,95.7587601395392
35.74,201.5814200876352,177.25322405591686,90.92873308995871
35.92,197.91172164996914,170.05576167485813,94.6750093230843
36.099999999999994,196.45326122488785,168.49577999140618,102.14805571098634
36.28,201.9002705255278,164.86220519460326,97.30549744944642
36.46,196.66861419086692,167.45279251837673,91.9656695748744
36.64,204.5400335288038,170.30021633840406,93.24853033679638
36.81999999999999,199.79541759682203,173.16824812995796,96.37538232693454
37.0,190.06026438224563,173.67675270798588,81.44500868986079
37.18,190.9153925249222,173.3204219317482,89.27759728247408
37.36,196.88098300161008,175.1316664231682,93.97752276773842
37.54,206.87557963893886,175.16701681980524,91.76435279342967
37.72,198.7599926576735,178.03826986410783,87.33941829236957
37.9,199.78118624577434,168.29819251521548,87.97914729077343
38.08,197.47744385614598,174.86181955098957,86.62118109887405
38.26,200.41893988226755,175.20409856853354,88.21559569455164
38.44,196.32173296209845,178.04796437429457,89.4648488572562
38.62,192.28990860829654,170.69726906008006,103.78381803049369
38.8,193.05285157458584,165.80105091531192,100.68782177321405
38.980000000000004,198.85423958530538,172.27326530903701,96.19875373103277
39.16,194.87207159673517,167.79144583816196,92.29089266385641
39.34,194.02108366828008,166.95115558253968,101.10522208836267
39.52,202.15978570498518,167.4172931887542,94.18968403283392
39.7,203.14082832114804,179.62223088741908,92.24616981087591
39.88,197.3665905952241,166.46101348197715,94.53278818181269
40.059999999999995,204.65074801954228,167.89360000420035,90.44890876609773
40.24,194.4572904395579,173.562093474725,91.2610613762498
40.42,203.64692805413435,167.72242093373384,90.735641847017
40.6,202.52958596230707,177.23144232766708,92.30236222200018
40.78,202.35575462167617,166.27970242005404,90.53268794516698
40.96000000000001,198.17934961259695,172.21630453762918,91.41043650329148
41.14,200.00068145352677,171.26569074945672,94.35935398711969
41.32000000000001,205.65627269924042,175.48536742058107,89.48616256803072
41.5,198.81207250604197,178.25262003111615,91.88621545214943
41.67999999999999,202.714136446347,173.32015688685436,98.94754159623258
41.86,202.33415067841565,166.66951346539008,91.38680364607444
42.04,195.8460924323136,177.91710786591332,84.92661710531476
42.22,197.82460929508142,168.36857701796518,93.25208578114542
42.4,208.8562244719966,179.11875253420456,90.20672568332985
42.58,193.8400331177346,172.51009116293787,92.68900394778188
42.76,192.75950259502918,174.69073811053588,82.66556128920236
42.94,195.3530224104163,164.57672490568794,92.85050525764312
43.12,193.82819854140897,174.1131939423949,98.91129941098437
43.3,195.53230749120263,167.55302423706837,97.50937063499802
43.480000000000004,197.47551360553962,172.5153668086526,106.15262423502024
43.66,188.55845899492584,178.70844802658488,95.55332500910912
43.84,209.8218754892102,169.92134956266335,87.63078132348856
44.019999999999996,203.94920119231455,161.54551963056562,98.5252585777808
44.2,203.5160892802073,178.59950286824974,92.19265946807951
44.38,200.6615123548666,172.39070333826396,93.10904959896544
44.56,202.85401109099166,172.24913602889612,95.12071618013458
44.74,195.10961384030054,175.27296334601624,90.1511502031232
44.92,195.413447584181,168.8949903451915,97.43785689100895
45.1,196.70875530355158,173.51350015224781,93.6690810688113
45.28,201.0381365985817,167.2839114631078,90.14106677453196
45.46,191.76910884823425,168.75902457061437,99.80681093544479
45.64,196.14079878860449,165.85844244553135,99.27226963385401
45.82000000000001,200.26889222425012,162.087536889503,97.4275401620959
46.0,194.36701361386537,175.0108046860889,95.21956154964634
46.18,191.95914160969573,172.5070305887719,90.47072248463587
46.36000000000001,196.315461105041,164.46787396799326,97.11525004605818
46.54,193.73476806386208,168.66284652153075,97.04402387777557
46.720000000000006,196.04484388416176,181.953075444187,99.6345290838279
46.9,198.87147701720102,165.98469859757722,84.63319479779362
47.080000000000005,196.94034448744839,171.47434758112368,99.19193164983723
47.260000000000005,192.06346349813566,180.14242778622088,96.86224381186871
47.44,185.36856085418802,175.33614052083598,97.69618344577245
47.62,198.00611957146506,176.10400930425365,89.65419296837754
47.8,193.60589449793844,180.70631906014455,90.61716282329607
47.98,195.44371709832262,170.90773182466606,93.8590473583451
48.16,196.0025961414904,181.9010222313358,86.98884525605777
48.34,201.1381064823661,165.6174850728896,94.56678703716194
48.519999999999996,193.70777195398185,173.5332507796369,102.59935101554481
48.7,197.2159414596464,172.31036434130732,99.43459311596226
